0,5.0,3.0,6.0,-1.0,8.0,4.0,1.0,9.0,-1.0,7.0,2.0,0.0
1,2.0,0.0,7.0,-1.0,1.0,9.0,4.0,-1.0,8.0,6.0,3.0,5.0
2,8.0,6.0,3.0,5.0,-1.0,2.0,0.0,7.0,-1.0,9.0,4.0,1.0
3,8.0,1.0,9.0,-1.0,4.0,0.0,2.0,7.0,-1.0,5.0,3.0,6.0
4,5.0,3.0,6.0,-1.0,8.0,4.0,9.0,1.0,-1.0,2.0,7.0,0.0
5,7.0,1.0,9.0,-1.0,4.0,8.0,6.0,3.0,-1.0,0.0,2.0,5.0
6,8.0,6.0,1.0,9.0,-1.0,0.0,3.0,5.0,-1.0,4.0,7.0,2.0
7,3.0,5.0,0.0,-1.0,4.0,2.0,7.0,-1.0,8.0,6.0,1.0,9.0
8,2.0,7.0,-1.0,8.0,6.0,4.0,1.0,9.0,-1.0,3.0,5.0,0.0
9,0.0,2.0,7.0,1.0,-1.0,8.0,6.0,3.0,5.0,-1.0,9.0,4.0
10,4.0,8.0,6.0,3.0,-1.0,5.0,0.0,2.0,-1.0,7.0,1.0,9.0
11,1.0,9.0,8.0,-1.0,4.0,0.0,2.0,7.0,-1.0,6.0,3.0,5.0
12,8.0,6.0,9.0,1.0,-1.0,4.0,0.0,2.0,7.0,-1.0,3.0,5.0
13,8.0,4.0,9.0,1.0,-1.0,0.0,2.0,7.0,-1.0,5.0,3.0,6.0
14,0.0,2.0,7.0,1.0,-1.0,4.0,8.0,9.0,-1.0,6.0,3.0,5.0
15,8.0,4.0,9.0,1.0,-1.0,0.0,7.0,2.0,-1.0,5.0,3.0,6.0
16,8.0,4.0,9.0,1.0,-1.0,5.0,3.0,6.0,-1.0,2.0,7.0,0.0
17,8.0,6.0,1.0,9.0,-1.0,3.0,5.0,0.0,-1.0,4.0,2.0,7.0
18,4.0,9.0,1.0,-1.0,8.0,6.0,3.0,5.0,-1.0,2.0,7.0,0.0
19,8.0,6.0,1.0,9.0,-1.0,4.0,7.0,2.0,-1.0,3.0,5.0,0.0
20,0.0,2.0,7.0,-1.0,9.0,1.0,4.0,-1.0,8.0,6.0,3.0,5.0
21,5.0,3.0,6.0,-1.0,8.0,4.0,1.0,9.0,-1.0,2.0,0.0,7.0
22,8.0,6.0,1.0,9.0,-1.0,4.0,2.0,7.0,-1.0,0.0,3.0,5.0
23,0.0,3.0,5.0,-1.0,4.0,2.0,7.0,-1.0,8.0,6.0,1.0,9.0
24,5.0,3.0,6.0,-1.0,0.0,7.0,2.0,-1.0,8.0,4.0,1.0,9.0
25,8.0,6.0,1.0,9.0,-1.0,3.0,5.0,0.0,-1.0,4.0,7.0,2.0
26,3.0,5.0,-1.0,7.0,0.0,2.0,-1.0,6.0,8.0,4.0,1.0,9.0
27,3.0,5.0,-1.0,8.0,6.0,9.0,1.0,-1.0,4.0,0.0,2.0,7.0
28,9.0,4.0,1.0,-1.0,0.0,7.0,2.0,-1.0,8.0,6.0,3.0,5.0
29,2.0,7.0,0.0,-1.0,4.0,9.0,1.0,-1.0,8.0,6.0,3.0,5.0
30,8.0,6.0,1.0,9.0,-1.0,0.0,5.0,3.0,-1.0,4.0,7.0,2.0
31,2.0,0.0,7.0,-1.0,8.0,4.0,1.0,9.0,-1.0,5.0,3.0,6.0
32,5.0,3.0,6.0,-1.0,2.0,7.0,0.0,-1.0,8.0,4.0,9.0,1.0
33,3.0,5.0,0.0,-1.0,2.0,7.0,1.0,-1.0,8.0,6.0,4.0,9.0
34,0.0,3.0,5.0,-1.0,8.0,6.0,1.0,9.0,-1.0,4.0,2.0,7.0
35,7.0,1.0,9.0,-1.0,4.0,8.0,6.0,3.0,-1.0,0.0,2.0,5.0
36,0.0,1.0,9.0,-1.0,4.0,7.0,2.0,-1.0,8.0,6.0,3.0,5.0
37,8.0,6.0,3.0,5.0,-1.0,4.0,1.0,9.0,-1.0,0.0,2.0,7.0
38,4.0,2.0,0.0,-1.0,8.0,6.0,3.0,5.0,-1.0,7.0,1.0,9.0
39,8.0,4.0,1.0,9.0,-1.0,2.0,0.0,7.0,-1.0,5.0,3.0,6.0
40,8.0,6.0,4.0,1.0,9.0,-1.0,0.0,5.0,3.0,-1.0,7.0,2.0
41,3.0,5.0,0.0,-1.0,4.0,7.0,2.0,-1.0,8.0,6.0,1.0,9.0
42,8.0,6.0,1.0,9.0,-1.0,4.0,2.0,7.0,-1.0,3.0,5.0,0.0
43,2.0,7.0,0.0,-1.0,1.0,9.0,4.0,-1.0,8.0,6.0,3.0,5.0
44,8.0,6.0,1.0,9.0,-1.0,3.0,5.0,0.0,-1.0,4.0,7.0,2.0
45,4.0,7.0,2.0,-1.0,8.0,6.0,3.0,5.0,-1.0,0.0,1.0,9.0
46,8.0,6.0,1.0,9.0,-1.0,0.0,3.0,5.0,-1.0,4.0,7.0,2.0
47,5.0,3.0,6.0,-1.0,8.0,4.0,9.0,1.0,-1.0,7.0,0.0,2.0
48,9.0,4.0,1.0,-1.0,2.0,7.0,0.0,-1.0,8.0,6.0,3.0,5.0
49,8.0,4.0,1.0,9.0,-1.0,5.0,3.0,6.0,-1.0,0.0,2.0,7.0
50,5.0,3.0,6.0,-1.0,2.0,7.0,0.0,-1.0,8.0,4.0,1.0,9.0
51,8.0,6.0,1.0,9.0,-1.0,0.0,5.0,3.0,-1.0,4.0,7.0,2.0
52,4.0,2.0,7.0,-1.0,0.0,3.0,5.0,-1.0,8.0,6.0,1.0,9.0
53,4.0,2.0,7.0,-1.0,8.0,6.0,1.0,9.0,-1.0,0.0,3.0,5.0
54,8.0,6.0,3.0,5.0,-1.0,2.0,7.0,1.0,-1.0,0.0,4.0,9.0
55,4.0,1.0,9.0,8.0,-1.0,0.0,2.0,7.0,-1.0,5.0,3.0,6.0
56,0.0,3.0,5.0,-1.0,4.0,2.0,7.0,-1.0,8.0,6.0,1.0,9.0
57,4.0,8.0,6.0,3.0,-1.0,7.0,1.0,9.0,-1.0,5.0,0.0,2.0
58,2.0,0.0,7.0,-1.0,1.0,9.0,4.0,-1.0,5.0,3.0,8.0,6.0
59,4.0,7.0,2.0,-1.0,3.0,5.0,0.0,-1.0,8.0,6.0,1.0,9.0
60,5.0,3.0,6.0,-1.0,0.0,2.0,7.0,-1.0,8.0,4.0,1.0,9.0
61,4.0,9.0,-1.0,0.0,2.0,7.0,1.0,-1.0,5.0,3.0,8.0,6.0
62,4.0,2.0,7.0,-1.0,8.0,6.0,1.0,9.0,-1.0,3.0,5.0,0.0
63,0.0,2.0,7.0,1.0,-1.0,8.0,3.0,5.0,-1.0,4.0,9.0,6.0
64,8.0,4.0,9.0,1.0,-1.0,7.0,0.0,2.0,-1.0,5.0,3.0,6.0
65,8.0,6.0,1.0,9.0,-1.0,4.0,2.0,7.0,-1.0,3.0,5.0,0.0
66,4.0,1.0,9.0,8.0,-1.0,0.0,7.0,2.0,-1.0,5.0,3.0,6.0
67,3.0,5.0,-1.0,8.0,6.0,4.0,9.0,-1.0,0.0,2.0,7.0,1.0
68,4.0,1.0,9.0,-1.0,7.0,2.0,0.0,-1.0,8.0,6.0,3.0,5.0
69,6.0,3.0,5.0,-1.0,0.0,2.0,7.0,-1.0,8.0,4.0,9.0,1.0
70,0.0,7.0,2.0,-1.0,5.0,3.0,6.0,-1.0,8.0,4.0,9.0,1.0
71,5.0,3.0,6.0,-1.0,8.0,4.0,1.0,9.0,-1.0,2.0,0.0,7.0
72,4.0,9.0,-1.0,8.0,6.0,3.0,5.0,-1.0,0.0,2.0,7.0,1.0
73,8.0,6.0,1.0,9.0,-1.0,4.0,2.0,7.0,-1.0,0.0,5.0,3.0
74,0.0,3.0,5.0,-1.0,6.0,8.0,1.0,9.0,-1.0,4.0,7.0,2.0
75,5.0,3.0,6.0,-1.0,8.0,4.0,9.0,1.0,-1.0,0.0,2.0,7.0
76,8.0,4.0,1.0,9.0,-1.0,5.0,3.0,6.0,-1.0,7.0,0.0,2.0
77,5.0,3.0,6.0,-1.0,7.0,2.0,0.0,-1.0,8.0,4.0,1.0,9.0
78,4.0,8.0,6.0,3.0,-1.0,7.0,1.0,9.0,-1.0,5.0,0.0,2.0
79,8.0,4.0,1.0,9.0,-1.0,2.0,7.0,0.0,-1.0,5.0,3.0,6.0
80,0.0,7.0,2.0,-1.0,5.0,3.0,6.0,-1.0,8.0,4.0,1.0,9.0
81,5.0,3.0,6.0,-1.0,8.0,4.0,1.0,9.0,-1.0,7.0,0.0,2.0
82,0.0,3.0,5.0,-1.0,8.0,6.0,1.0,9.0,-1.0,4.0,2.0,7.0
83,8.0,4.0,9.0,1.0,-1.0,2.0,0.0,7.0,-1.0,5.0,3.0,6.0
84,7.0,2.0,0.0,-1.0,4.0,1.0,9.0,-1.0,5.0,3.0,8.0,6.0
85,5.0,3.0,6.0,-1.0,8.0,4.0,9.0,1.0,-1.0,0.0,7.0,2.0
86,0.0,5.0,3.0,-1.0,4.0,7.0,2.0,-1.0,8.0,6.0,1.0,9.0
87,1.0,4.0,9.0,-1.0,2.0,0.0,7.0,-1.0,8.0,6.0,3.0,5.0
88,5.0,3.0,6.0,-1.0,8.0,4.0,9.0,1.0,-1.0,7.0,0.0,2.0
89,8.0,4.0,9.0,1.0,-1.0,0.0,2.0,7.0,-1.0,5.0,3.0,6.0
90,0.0,3.0,5.0,-1.0,2.0,7.0,-1.0,8.0,6.0,4.0,1.0,9.0
91,4.0,7.0,2.0,-1.0,8.0,6.0,1.0,9.0,-1.0,0.0,5.0,3.0
92,0.0,2.0,7.0,4.0,-1.0,6.0,1.0,9.0,-1.0,5.0,3.0,8.0
